,close
994,-1.957810325924123
995,-1.9625248903966888
996,-1.9625248903966888
997,-1.9625248903966888
998,-1.966650134310184
999,-1.9625248903966888
1000,-1.966650134310184
1001,-1.966650134310184
1002,-1.966650134310184
1003,-1.9625248903966888
1004,-1.966650134310184
1005,-1.966650134310184
1006,-1.9707753782236785
1007,-1.966650134310184
1008,-1.9707753782236785
1009,-1.9625248903966888
1010,-1.9625248903966888
1011,-1.9625248903966888
1012,-1.9625248903966888
1013,-1.9625248903966888
1014,-1.966650134310184
1015,-1.966650134310184
1016,-1.966650134310184
1017,-1.966650134310184
1018,-1.966650134310184
1019,-1.966650134310184
1020,-1.9707753782236785
1021,-1.966650134310184
1022,-1.966650134310184
1023,-1.9707753782236785
1024,-1.966650134310184
1025,-1.966650134310184
1026,-1.966650134310184
1027,-1.9625248903966888
1028,-1.966650134310184
1029,-1.966650134310184
1030,-1.966650134310184
1031,-1.966650134310184
1032,-1.966650134310184
1033,-1.966650134310184
1034,-1.966650134310184
1035,-1.966650134310184
1036,-1.966650134310184
1037,-1.9707753782236785
1038,-1.9707753782236785
1039,-1.966650134310184
1040,-1.9625248903966888
1041,-1.9625248903966888
1042,-1.966650134310184
1043,-1.966650134310184
1044,-1.966650134310184
1045,-1.966650134310184
1046,-1.9707753782236785
1047,-1.9707753782236785
1048,-1.966650134310184
1049,-1.966650134310184
1050,-1.966650134310184
1051,-1.9625248903966888
1052,-1.966650134310184
1053,-1.966650134310184
1054,-1.966650134310184
1055,-1.9625248903966888
1056,-1.9707753782236785
1057,-1.9707753782236785
1058,-1.9707753782236785
1059,-1.966650134310184
1060,-1.966650134310184
1061,-1.966650134310184
1062,-1.966650134310184
1063,-1.966650134310184
1064,-1.9707753782236785
1065,-1.966650134310184
1066,-1.9707753782236785
